Korean,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
여단,0,0,0,1,0,1,0,0,0,0
닦다,0,0,0,0,1,0,1,0,1,1
명도,0,0,0,0,0,0,1,0,0,0
훌륭한,0,1,0,0,1,0,1,0,0,1
가장자리,0,0,0,0,0,0,0,0,0,0
넘치는,0,0,0,0,0,0,0,0,0,0
유황,1,0,0,1,0,1,0,0,0,0
소금물,0,0,0,0,0,0,0,0,0,0
가져오다,0,0,0,0,0,0,0,0,0,0
가장자리,0,0,0,0,0,0,0,0,0,0
활발한,0,0,0,0,0,0,0,0,0,0
억센 털,0,0,0,0,0,1,0,0,0,0
다루기 힘든,0,0,0,0,0,0,0,0,0,0
방송,0,0,0,0,0,0,0,0,0,0
현측,0,1,0,0,0,1,0,0,0,0
브로케이드,0,0,0,0,0,0,1,0,0,0
소책자,0,0,0,0,0,0,0,0,0,0
굽다,1,0,0,0,0,1,0,0,0,0
파산,0,0,0,1,0,1,0,1,0,0
고장난,1,0,0,1,0,1,0,1,0,0
브로커,0,0,0,0,0,0,0,0,0,0
중개,0,0,0,0,0,0,0,0,0,0
야생마,0,0,0,0,0,0,0,0,0,0
청동,0,0,0,0,0,0,0,0,0,0
종족,0,0,0,0,0,0,0,0,0,0
고민하다,0,0,0,0,0,0,0,0,0,0
시내,0,0,0,0,0,0,0,0,0,0
비,0,0,0,0,0,0,0,0,0,0
육수,0,0,0,0,0,0,0,0,0,0
매음굴,0,0,1,0,0,1,0,0,0,0
형제,0,0,0,0,0,0,1,0,0,1
형제간,0,0,0,0,0,0,1,0,0,1
형제 같은,0,1,0,0,1,0,1,0,0,1
이마,0,0,0,0,0,0,0,0,0,0
갈색,0,0,0,0,0,0,0,0,0,0
타박상,0,1,0,0,0,1,0,0,0,0
갈색 머리,0,0,0,0,0,0,0,0,0,0
정면,1,0,0,0,0,1,0,0,0,0
브러시,0,0,0,0,0,0,0,0,0,0
잔인한,1,0,0,1,0,1,0,0,0,0
야만성,1,0,0,1,0,1,0,0,0,0
짐승,1,0,0,1,0,1,0,1,0,0
거품,0,0,0,0,0,0,0,0,0,0
버블링,0,0,0,0,0,0,0,0,0,0
책임,0,0,0,1,0,1,1,0,1,0
버킷,0,0,0,0,0,0,0,0,0,0
버클,0,0,0,0,0,0,0,0,0,0
버클,0,0,0,0,0,0,0,0,0,0
싹,0,0,0,0,0,0,0,0,0,0
친구,0,1,0,0,1,0,1,0,0,1
조금 움직이게 하다,0,0,0,0,0,0,0,0,0,0
예산,0,0,0,0,0,0,0,0,0,1
물소,0,0,0,0,0,0,0,0,0,0
완충기,0,0,0,0,0,0,0,0,0,0
뷔페,1,0,0,0,0,1,0,0,0,0
벌레,0,0,1,1,0,1,0,0,0,0
도깨비,1,0,0,1,0,1,0,1,0,0
버기,0,0,0,0,0,0,0,0,0,0
나팔,0,1,0,0,0,0,0,0,0,0
짓다,0,0,0,0,0,0,1,0,0,0
건축업자,0,0,0,0,0,0,0,0,0,0
건물,0,0,0,0,0,0,1,0,0,0
건물,0,0,0,0,0,0,0,0,0,0
구근,0,0,0,0,0,0,0,0,0,0
구근,0,0,0,0,0,1,0,0,0,0
부풀다,0,0,0,0,0,0,0,0,0,0
대부분,0,0,0,0,0,0,0,0,0,0
칸막이,0,0,0,0,0,0,0,0,0,0
부피가 큰,0,0,0,0,0,0,0,0,0,0
황소,0,0,0,0,0,0,0,0,0,0
불독,0,0,0,0,0,0,1,0,0,0
불도저,0,0,0,0,0,0,0,0,0,0
총알,0,0,0,0,0,0,0,0,0,0
회보,0,0,0,0,0,0,0,0,0,0
방탄,0,0,0,0,0,0,1,0,0,0
황소,0,0,0,0,0,0,0,0,0,0
괴롭히는 사람,1,0,0,1,0,1,0,0,0,0
성채,0,0,0,0,0,0,0,0,0,0
부랑자,0,0,1,0,0,1,0,1,0,0
버머,1,0,1,0,0,1,0,0,0,0
충돌,0,0,0,0,0,0,0,0,0,0
혈액 요소 질소,0,0,0,0,0,0,0,0,0,0
다발,0,0,0,0,0,0,0,0,0,0
묶음,0,0,0,0,0,0,0,0,0,0
방갈로,0,0,0,0,0,0,0,0,0,0
침대,0,0,0,0,0,0,0,0,0,0
벙커,0,0,0,1,0,0,0,0,0,0
번트,0,0,0,0,0,0,0,0,0,0
부표,0,0,0,0,0,0,1,0,0,0
부력,0,0,0,0,0,0,0,0,0,0
가시,0,0,0,0,0,0,0,0,0,0
부담,0,0,0,0,0,0,0,0,0,0
부담스러운,0,0,0,1,0,1,0,1,0,0
국,0,0,0,0,0,0,0,0,0,0
관료,0,0,0,0,0,1,0,0,0,1
관료,0,0,1,0,0,1,0,0,0,0
강도,0,0,1,1,0,1,0,0,0,0
강도,0,0,0,0,0,1,0,0,0,0
매장,1,0,0,1,0,1,0,1,0,0
묻힌,0,0,0,1,0,1,0,1,0,0
버크,1,0,1,1,0,1,0,1,0,0
삼베,0,0,0,0,0,0,0,0,0,0
익살 연극,0,0,0,0,0,0,0,0,1,0
억센,0,0,0,0,0,0,0,0,0,0
불타다,0,0,0,0,0,0,0,0,0,0
연소기,0,0,0,0,0,0,0,0,0,0
타고 있는,0,0,0,0,0,0,0,0,0,0
광택,0,0,0,0,0,0,0,0,0,0
탈진,0,0,0,0,0,0,0,0,0,0
탄,0,0,1,0,0,1,0,0,0,0
규석,0,0,0,0,0,0,0,0,0,0
굴,0,0,0,0,0,0,0,0,0,0
장학금,0,0,0,0,0,0,0,0,0,1
묻다,0,0,0,0,0,0,0,1,0,0
버스,0,0,0,0,0,0,0,0,0,0
부시,0,0,0,0,0,0,0,0,0,0
부셸,0,0,0,0,0,0,0,0,0,0
덤불 같은,0,0,0,0,0,0,0,0,0,0
사업,0,0,0,0,0,0,0,0,0,0
키스,0,0,0,0,1,0,1,0,0,0
흉상,0,0,0,0,0,0,0,0,0,0
체포,1,0,0,1,0,1,0,0,0,0
붐비다,0,0,0,0,0,0,0,0,0,0
분주한,0,0,0,0,0,0,0,0,0,0
바쁘다,0,0,0,0,0,0,0,0,0,0
부탄,0,0,0,0,0,0,0,0,0,0
푸줏간,1,0,1,1,0,1,0,0,0,0
집사,0,0,0,0,0,0,1,0,0,1
대상,0,0,0,0,0,1,0,0,0,0
버터,0,0,0,0,0,0,0,0,0,0
나비,0,0,0,0,0,0,0,0,0,0
버터 같은,0,0,0,0,0,0,1,0,0,0
엉덩이,0,0,0,0,0,0,0,0,0,0
단추,0,0,0,0,0,0,0,0,0,0
부벽,0,0,0,0,0,0,0,0,0,0
통통한,0,0,0,0,0,0,1,0,0,0
구입,0,0,0,0,0,0,0,0,0,0
사는 사람,0,0,0,0,0,0,0,0,0,0
구매,0,0,0,0,0,0,0,0,0,0
버저 소리,0,1,0,1,0,0,1,0,0,0
윙윙 거리다,0,0,0,0,0,1,0,0,0,0
부저,0,0,0,0,0,0,0,0,0,0
안녕,0,1,0,0,0,0,0,0,0,0
지나간,0,0,0,0,0,0,0,0,0,0
조례,0,0,0,0,0,0,0,0,0,1
방관자,0,0,0,0,0,0,0,0,0,0
바이트,0,0,0,0,0,0,0,0,0,0
택시,0,0,0,0,0,0,1,0,0,0
음모,0,0,0,1,0,1,0,0,0,0
양배추,0,0,0,0,0,0,0,0,0,0
선실,0,0,0,0,0,0,0,0,0,0
내각,0,0,0,0,0,0,1,0,0,1
케이블,0,0,0,0,0,0,0,0,1,0
카브리올레,0,0,0,0,0,0,0,0,0,0
은닉처,0,0,0,0,0,0,0,0,0,0
불협화음,1,0,1,0,0,1,0,0,0,0
치사한 사람,1,0,1,0,0,1,0,0,0,0
시체,0,0,1,1,0,1,0,1,1,0
캐디,0,0,0,0,0,0,0,0,0,0
운율,0,0,0,0,0,0,0,0,0,0
차남,0,0,0,0,0,0,0,0,0,0
카페,0,0,0,0,0,0,1,0,0,0
새장,0,0,0,0,0,1,0,1,0,0
케른,0,0,0,0,0,0,0,0,0,0
케이크,0,0,0,0,0,0,0,0,0,0
재난,0,0,0,0,0,0,0,1,0,0
석회질,0,0,0,0,0,0,0,0,0,0
계산하다,0,0,0,0,0,0,0,0,0,0
계획된,0,0,0,0,0,0,0,0,0,0
계산,0,0,0,0,0,1,0,0,0,0
계산,0,1,0,0,0,0,0,0,0,0
계산자,0,0,0,0,0,0,1,0,0,1
계산법,0,0,0,0,0,0,0,0,0,0
달력,0,0,0,0,0,0,0,0,0,0
캘린더,0,0,0,0,0,0,0,0,0,0
송아지,0,0,0,0,1,0,1,0,0,1
구경,0,0,0,0,0,0,0,0,0,0
교정하다,0,0,0,0,0,0,0,0,0,0
옥양목,0,0,0,0,0,0,0,0,0,0
캘리퍼스,0,0,0,0,0,0,0,0,0,0
전화,0,0,0,0,0,0,0,0,0,0
달필,0,0,0,0,0,0,0,0,0,0
부름,0,0,0,0,0,0,0,0,0,0
굳어진,1,0,1,0,0,1,0,0,0,0
전화,0,1,0,0,0,1,0,0,0,1
침착한,0,0,0,0,0,0,1,0,0,0
평온,0,0,0,0,0,0,0,0,0,0
열소,0,0,0,0,0,0,0,0,0,0
칼로리,0,0,0,0,0,0,0,0,0,0
열량계,0,0,0,0,0,0,0,0,0,0
캠,0,0,0,0,0,0,0,0,0,0
캠버,0,0,0,0,0,0,0,0,0,0
낙타,0,0,0,0,0,0,0,0,0,0
카메오,0,0,0,0,0,0,0,0,0,0
카메라맨,0,0,0,0,0,0,0,0,0,0
캐미솔,0,0,0,0,0,0,0,0,0,0
위장,0,0,0,0,0,0,0,0,1,0
위장,0,0,0,0,0,0,0,0,1,0
캠프,0,0,0,0,0,0,0,0,0,0
운동,0,0,0,0,0,0,0,0,0,0
운동가,0,0,0,0,0,0,0,0,0,0
캠페인,1,0,0,1,0,1,0,0,0,0
교정,0,0,0,0,0,0,0,0,0,0
운하,0,0,0,0,0,0,0,0,0,0
카나리아,0,0,0,0,0,0,1,0,0,0
취소,0,0,0,0,0,1,0,1,0,0
취소,0,0,0,0,0,0,0,0,0,0
해제,0,0,0,0,0,0,0,0,0,0
암,1,0,1,1,0,1,0,1,0,0
솔직한,0,1,0,0,1,0,1,0,1,1
입후보,0,0,0,0,0,0,0,0,0,0
후보자,0,0,0,0,0,0,1,0,0,0
굳어진,0,0,0,0,0,0,1,0,0,0
양초,0,0,0,0,0,0,0,0,0,0
촛불,0,0,0,0,0,0,0,0,0,0
촛대,0,0,0,0,0,0,0,0,0,0
솔직,0,0,0,0,0,0,0,0,0,0
사탕,0,0,0,0,0,0,0,0,0,0
지팡이,1,0,0,1,0,0,0,0,0,0
송곳니,0,0,0,0,0,0,0,0,0,0
깡통,0,0,0,0,0,0,0,0,0,0
구강 궤양,1,0,1,0,0,1,0,0,0,0
식인종,0,0,1,1,0,1,0,0,0,0
식인 풍습,0,0,1,0,0,1,0,0,0,0
제관,0,0,0,0,0,0,0,0,0,0
대포,1,0,0,1,0,1,0,0,0,0
카누,0,0,0,0,0,0,0,0,0,0
정경,0,0,0,0,0,0,0,0,0,0
정식,0,0,0,0,0,0,0,0,0,0
대포,0,0,0,0,0,0,0,0,0,1
천개,0,0,0,0,0,0,0,0,0,0
반합,0,0,0,0,0,0,0,0,0,0
캔터베리,0,0,0,0,0,0,0,0,0,0
외팔보,0,0,0,0,0,0,0,0,0,0
편,0,0,0,0,0,0,0,0,0,0
주,0,0,0,0,0,0,0,0,0,0
캔버스,0,0,0,0,0,0,0,0,0,0
조사,0,0,0,0,0,0,0,0,0,0
캡,0,1,0,0,0,0,0,0,0,1
능력,0,0,0,0,0,0,0,0,0,0
유능한,0,0,0,0,0,0,0,0,0,0
용량,0,0,0,0,0,0,0,0,0,0
...곶,0,0,0,0,0,0,0,0,0,0
신나게 뛰놀다,0,0,0,0,0,0,0,0,0,0
모세관,0,0,0,0,0,0,0,0,0,0
수도,0,0,0,0,0,0,0,0,0,0
자본가,0,0,0,0,0,0,1,0,0,0
수도,0,0,0,0,0,0,0,0,0,0
인두,0,0,0,0,0,0,0,0,0,0
국회 의사당,0,0,0,0,0,0,0,0,0,0
조건부 항복,0,0,0,0,0,0,0,0,0,0
변덕,0,0,0,0,0,0,0,0,0,0
변덕스러운,0,0,0,0,0,0,0,0,0,0
모자,0,0,0,0,0,0,0,0,0,0
캡슐,0,0,0,0,0,0,0,0,0,0
선장,0,0,0,0,0,0,1,0,0,0
표제,0,0,0,0,0,0,0,0,0,0
마음을 사로잡다,0,1,0,0,1,0,1,0,1,1
매혹적인,0,0,0,0,0,0,1,0,0,0
포로,0,0,0,1,0,1,0,1,0,0
포로,0,0,0,0,0,1,0,1,0,0
포획자,0,0,0,1,0,1,0,0,0,0
포착,0,0,0,0,0,1,0,0,0,0
자동차,0,0,0,0,0,0,0,0,0,0
캐러멜,0,0,0,0,0,0,0,0,0,0
캐럿,0,0,0,0,0,0,0,0,0,0
대상,0,0,0,0,0,0,0,0,0,0
탄소,0,0,0,0,0,0,0,0,0,0
시체,0,0,1,1,0,1,0,1,0,0
암종,0,0,0,1,0,1,0,1,0,0
카드,0,0,0,0,0,0,0,0,0,0
카디건,0,0,0,0,0,0,0,0,0,0
추기경,0,0,0,0,0,0,0,0,0,0
심근병증,0,0,0,1,0,1,0,1,0,0
카드,0,0,0,0,0,0,0,0,0,0
케어,0,0,0,0,0,0,0,0,0,0
직업,0,1,0,0,0,0,1,0,0,0
주의 깊은,0,0,0,0,0,0,1,0,0,0
주의하여,0,0,0,0,0,0,1,0,0,0
부주의,1,0,1,0,0,1,0,0,0,0
애무,0,0,0,0,0,0,1,0,0,0
탈자 부호,0,0,0,0,0,0,0,0,0,0
돌보는 사람,0,0,0,0,0,0,1,0,0,1
뱃짐,0,0,0,0,0,0,0,0,0,0
순록,0,0,0,0,0,0,0,0,0,0
풍자 만화,0,0,0,0,0,1,0,0,0,0
카리에스,0,0,1,0,0,1,0,0,0,0
대학살,1,0,1,1,0,1,0,1,1,0
육욕적인,0,0,0,0,0,1,0,0,0,0
카네이션,0,0,0,0,0,0,0,0,0,0
육식,0,0,0,1,0,1,0,0,0,0
축가,0,0,0,0,1,0,1,0,0,1
회전 목마,0,0,0,0,0,0,0,0,0,0
목수,0,0,0,0,0,0,0,0,0,0
마차,0,0,0,0,0,0,0,0,0,0
운반,0,0,0,0,0,0,0,0,0,0
담체,0,0,0,0,0,0,0,0,0,0
나르다,0,0,0,0,0,0,0,0,0,0
적재,0,0,0,0,0,0,0,0,0,0
카트,0,0,0,0,0,0,0,0,0,0
카르텔,0,0,0,0,0,1,0,0,0,0
카터,0,0,0,0,0,0,0,0,0,0
연골,0,0,0,0,0,0,0,0,0,0
지도 제작,0,0,0,0,0,0,0,0,0,0
지도 작성,0,0,0,0,0,0,0,0,0,0
만화,0,0,0,0,0,0,0,0,0,0
카르투슈,0,0,0,0,0,0,0,0,0,0
탄약통,0,0,0,1,0,0,0,0,0,0
새기다,0,0,0,0,0,0,0,0,0,0
조각가,0,0,0,0,0,0,0,0,0,0
조각,0,0,0,0,0,0,0,0,0,0
종속,0,0,0,0,0,0,1,0,0,0
사례,0,0,0,1,0,1,0,1,0,0
카세인,0,0,0,0,0,0,0,0,0,0
현금,1,1,0,1,1,0,1,0,0,1
출납원,0,0,0,0,0,0,0,0,0,1
캐시미어 천,0,0,0,0,0,0,0,0,0,0
포장,0,0,0,0,0,0,0,0,0,0
카지노,0,0,0,0,0,0,0,0,0,0
통,0,0,0,0,0,0,0,0,0,0
작은 상자,0,0,0,1,0,1,0,1,0,0
깁스,0,0,0,0,0,0,0,0,0,0
카스트,0,0,0,0,0,1,0,0,0,0
던지는 사람,0,0,0,0,0,0,0,0,0,0
성,0,0,0,0,0,0,0,0,0,0
비버,0,0,0,0,0,0,0,0,0,0
평상복,0,0,0,0,0,0,0,0,0,0
우연히,0,0,0,0,0,0,0,0,0,0
사상자 수,1,0,0,1,0,1,0,1,0,0
고양이,0,0,0,0,0,0,0,0,0,0
이화작용,0,0,0,0,0,0,0,0,0,0
목록,0,0,0,0,0,0,0,0,0,0
목록,0,0,0,0,0,0,0,0,0,0
촉매 작용,0,0,0,0,0,0,0,0,0,0
촉매,0,0,0,0,0,0,0,0,0,0
뗏목,0,0,0,0,0,0,0,0,0,0
투석기,0,0,0,0,0,0,0,0,0,0
백내장,0,1,0,1,0,1,0,1,0,0
대단원,1,0,1,1,0,1,0,1,1,0
잡다,0,0,0,0,0,0,0,0,1,0
매력 있는 것,0,0,0,0,0,0,0,0,0,0
교리 문답,0,0,1,0,0,0,0,0,0,0
범주형,0,0,0,0,0,0,1,0,0,0
범주,0,0,0,0,0,0,0,0,0,0
네 끗패,0,0,0,0,0,0,1,0,0,0
케이터링,0,0,0,0,0,0,0,0,0,0
무한 궤도,0,0,0,0,0,0,0,0,0,0
고양이,0,0,0,0,0,0,0,0,0,0
하제,0,0,0,0,0,0,1,0,0,0
성당,0,0,0,0,1,0,1,0,0,1
카테터,0,0,0,0,0,1,0,0,0,0
개박하,0,0,0,0,0,0,0,0,0,0
가축,0,0,0,0,0,0,0,0,0,0
간부 회의,0,0,0,0,0,0,0,0,0,0
꼬리,0,0,0,0,0,0,0,0,0,0
코킹,0,0,0,0,0,0,0,0,0,0
인과,0,0,0,0,0,0,0,0,0,0
인과관계,0,0,0,0,0,0,0,0,0,0
원인,0,0,0,0,0,0,0,0,0,0
원인,0,0,0,0,0,0,0,0,0,0
둑길,0,0,0,0,0,0,0,0,0,0
주의,1,1,0,1,0,1,0,0,0,0
주의,0,0,0,1,0,0,0,0,0,0
조심성 있는,0,1,0,1,0,0,1,0,0,1
조심성 있게,0,0,0,1,0,0,1,0,0,0
기병대,0,0,0,0,0,0,0,0,0,0
동굴,0,0,0,0,0,0,0,0,0,0
경고,0,0,0,0,0,0,0,0,0,0
동굴,0,0,0,0,0,0,0,0,0,0
동굴 같은,0,0,0,0,0,0,0,0,0,0
공동,0,0,0,0,0,0,0,0,0,0
고추,0,0,0,0,0,0,0,0,0,0
중지,0,0,0,0,0,0,0,0,0,0
끊임없는,0,0,0,0,0,0,0,0,0,0
양도하다,0,0,0,0,0,1,0,0,0,0
천장,0,0,0,0,0,0,0,0,0,0
주례자,0,0,0,0,0,0,0,0,0,0
유명한,0,1,0,0,1,0,1,0,0,0
축하,0,1,0,0,1,0,1,0,0,0
축하,0,1,0,0,1,0,1,0,1,1
유명 인사,1,1,1,0,1,1,1,0,1,1
천체의,0,1,0,0,1,0,1,0,0,0
독신,0,0,0,0,0,0,0,0,0,0
셀,0,0,0,0,0,0,0,0,0,0
지하실,0,0,0,0,0,0,0,0,0,0
세포의,0,0,0,0,0,0,0,0,0,0
셀룰로이드,0,0,0,0,0,0,0,0,0,0
시멘트,0,1,0,0,0,0,0,0,0,1
시멘트,0,0,0,0,0,0,0,0,0,0
묘지,0,0,0,1,0,1,0,1,0,0
검열,1,0,1,1,0,1,0,0,0,1
비난,0,0,0,0,0,1,0,0,0,0
인구 조사,0,0,0,0,0,0,0,0,0,0
센트,0,0,0,0,0,0,0,0,0,0
백간,0,0,0,0,0,0,0,0,0,0
백주년,0,0,0,0,0,0,0,0,0,0
센터,0,0,0,0,0,0,1,0,0,1
센티미터,0,0,0,0,0,0,0,0,0,0
본부,0,0,0,0,0,0,0,0,0,0
중심성,0,0,0,0,0,0,0,0,0,0
집중,0,0,0,0,0,0,0,0,0,0
중앙 집중화,0,0,0,0,0,0,0,0,0,0
중앙에서,0,0,0,0,0,0,0,0,0,0
원심 분리기,0,0,0,0,0,0,0,0,0,0
원심분리기,0,0,0,0,0,0,0,0,0,0
백부장,0,0,0,0,0,0,1,0,0,0
세기,0,0,0,0,0,0,0,0,0,0
세라믹,0,0,0,0,0,0,0,0,0,0
시리얼,0,0,0,0,0,0,0,0,0,0
시리얼,0,0,0,0,0,0,0,0,0,0
대뇌,0,0,0,0,0,0,1,0,0,0
의식,0,0,0,0,0,0,0,0,0,0
의식,0,0,0,0,1,0,1,0,1,0
확실성,0,0,0,0,0,0,1,0,0,0
자격증,0,0,0,0,0,0,0,0,0,0
인증하다,0,0,0,0,0,0,0,0,0,1
운,0,0,1,0,0,1,0,0,0,0
중지,0,0,0,0,0,1,0,0,0,0
왕겨,1,0,0,1,0,1,0,0,0,0
마찰,0,0,0,0,0,1,0,0,0,0
억울함,0,0,1,0,0,1,0,1,0,0
체인,0,0,0,0,0,0,0,0,0,0
의자,0,0,0,0,0,0,0,0,0,0
의장,0,0,0,0,0,0,1,0,0,1
위원장,0,0,0,0,0,0,0,0,0,0
여자 의장,0,0,0,0,0,0,1,0,0,1
역마차,0,0,0,0,0,0,0,0,0,0
샬레,0,0,0,0,0,0,0,0,0,0
성배,0,0,0,0,0,0,0,0,0,0
분필,0,0,0,0,0,0,0,0,0,0
도전,1,0,0,1,0,1,0,0,0,0
방,0,0,0,0,0,0,0,0,0,0
변호사 사무실,0,0,0,0,0,0,0,0,0,0
카멜레온,0,0,0,0,0,0,0,0,0,0
샴페인,0,0,0,0,0,0,0,0,0,0
챔피언,0,1,0,0,1,0,1,0,0,1
가능성,0,0,0,0,0,0,0,0,1,0
장관,0,0,0,0,0,0,0,0,0,1
샹들리에,0,0,0,0,0,0,0,0,0,0
챈들러,0,0,0,0,0,0,0,0,0,0
변화,0,0,0,1,0,0,0,0,0,0
변하기 쉬운,0,1,0,0,0,0,0,0,1,0
변경,0,0,0,0,0,0,0,0,0,0
교환기,0,0,0,0,0,0,0,0,0,0
바꾸다,0,0,0,0,0,0,0,0,0,0
채널,0,0,0,0,0,0,0,0,0,0
성가,1,1,0,0,1,0,1,0,1,0
혼돈,1,0,0,1,0,1,0,1,0,0
혼란스러운,1,0,0,0,0,1,0,0,0,0
녀석,0,0,0,0,0,0,0,0,0,0
예배당,0,0,0,0,0,0,0,0,0,0
예배당 목사,0,0,0,0,0,0,0,0,0,1
행상인,0,0,0,0,0,0,0,0,0,0
챕스,0,0,0,0,0,0,0,0,0,0
장,0,0,0,0,0,0,0,0,0,0
숯,0,0,0,0,0,0,0,0,0,0
캐릭터,0,0,0,0,0,0,0,0,0,0
특성,0,0,0,0,0,0,0,0,0,0
특성화하다,0,0,0,0,0,0,0,0,0,0
제스처 게임,0,0,0,0,0,1,0,0,0,0
숯,0,0,0,0,0,0,0,0,0,0
요금,0,0,0,0,0,0,0,0,0,0
청구 가능한,0,0,0,1,0,1,0,1,0,0
충전기,0,0,0,0,0,0,1,0,0,0
이륜 전차,0,0,0,0,0,0,0,0,0,0
자비로운,0,1,0,0,1,0,1,0,0,1
자선 단체,0,0,0,0,1,0,1,0,0,0
매력,0,0,0,0,0,0,1,0,0,0
매료,0,0,0,0,1,1,1,0,0,0
매력 있는 사람,0,0,0,0,0,0,0,0,0,0
매력적인,0,0,0,0,0,0,1,0,0,0
차트,0,0,0,0,0,0,0,0,0,1
전세,0,0,0,0,0,0,0,0,0,0
전세,0,0,0,0,0,0,0,0,0,0
뒤쫓다다,0,0,0,0,0,1,0,0,0,0
차이,0,0,0,1,0,0,0,0,0,0
응징,0,0,0,0,0,1,0,0,0,0
순결,0,1,0,0,0,0,1,0,0,1
채팅,0,0,0,0,0,0,0,0,0,0
샤토,0,0,0,0,0,0,0,0,0,0
끽끽 우는 소리,0,0,0,0,0,0,0,0,0,0
수다,0,0,0,0,0,0,1,0,0,0
수다스러운,0,0,0,0,0,1,0,0,0,0
운전사,0,0,0,0,0,0,0,0,0,0
값이 싼,0,0,0,0,0,1,0,0,0,0
속이다,1,0,1,0,0,1,0,0,0,0
확인하다,0,0,0,0,0,0,0,0,0,0
체커,0,0,0,0,0,0,0,0,0,0
체크 무늬,0,0,0,0,0,0,0,0,0,0
체커,0,0,0,0,0,0,0,0,0,0
체크리스트,0,0,0,0,0,0,1,0,0,1
볼,0,0,0,0,0,0,0,0,0,0
궁둥이,0,0,0,0,0,0,0,0,0,0
작은 소리,0,0,0,0,0,0,0,0,0,0
환호,0,1,0,0,1,0,1,0,1,1
쾌활한,0,0,0,0,1,0,1,0,1,0
쾌활함,0,1,0,0,1,0,1,0,0,1
응원,0,0,0,0,1,0,1,0,0,0
기분 좋은,0,1,0,0,1,0,1,0,0,0
치즈 케잌,0,0,0,0,0,1,0,0,0,0
치타,0,0,0,0,0,0,0,0,0,0
슈미즈,0,0,0,0,0,0,0,0,0,0
화학자,0,0,0,0,0,0,1,0,0,1
화학,0,0,0,0,0,0,0,0,0,0
확인하다,0,0,0,0,0,0,0,0,0,0
아끼다,0,1,0,0,1,0,1,0,1,1
체리,0,0,0,0,0,0,1,0,0,0
체스,0,0,0,0,0,0,0,0,0,0
가슴,0,0,0,0,0,0,0,0,0,0
밤나무,0,0,0,0,0,0,0,0,0,0
갈매기,0,0,0,0,0,0,0,0,0,0
씹다,0,0,0,0,0,0,0,0,0,0
우아한,0,0,0,0,0,0,0,0,0,0
발뺌,0,1,0,0,0,1,0,0,1,1
닭,0,0,0,1,0,0,0,0,0,0
셰프,0,0,0,0,0,0,0,0,0,0
주로,0,0,0,0,0,0,0,0,0,0
지도자,0,0,0,0,0,0,1,0,0,0
어린이,0,1,0,0,1,0,1,0,0,0
출산,0,0,0,0,0,0,0,0,0,0
어린 시절,0,0,0,0,1,0,1,0,0,0
어린애 같은,0,0,0,0,0,1,0,0,0,0
냉기,0,0,0,0,0,0,0,0,0,0
냉담한,0,0,0,0,0,1,0,0,0,0
차임,0,0,0,0,0,0,0,0,0,0
키메라,0,0,0,1,0,0,0,0,1,0
차임벨,0,0,0,0,0,0,0,0,0,0
굴뚝,0,0,0,0,0,0,0,0,0,0
중국,0,0,0,0,0,0,0,0,0,0
차임,0,0,0,0,0,0,0,0,0,0
치누크,0,0,0,0,0,0,0,0,0,0
칩,0,0,0,0,0,0,0,0,0,0
치핑,0,0,0,0,0,0,0,0,0,0
짹짹,0,0,0,0,1,0,1,0,0,0
속이다,0,0,0,0,0,0,1,0,0,0
전표,0,0,0,0,0,0,0,0,0,0
기사도,0,0,0,0,0,0,1,0,0,0
클로로포름,0,0,0,0,0,1,0,0,0,0
초콜릿,0,1,0,0,1,0,1,0,0,1
선택,0,0,0,0,0,0,1,0,0,0
성가대,0,0,0,0,1,0,1,0,0,1
초크,1,0,0,0,0,1,0,1,0,0
콜레라,0,0,1,1,0,1,0,1,0,0
선택하다,0,0,0,0,0,0,0,0,0,0
고르는,0,0,0,0,0,0,0,0,0,0
촙,0,0,0,0,0,1,0,0,0,0
크고 튼튼한,0,0,0,0,0,0,0,0,0,0
찹,0,0,0,0,0,0,0,0,0,0
합창,0,0,0,0,1,0,1,0,0,0
화음,0,0,0,0,0,0,0,0,0,0
하기 싫은 일,0,0,0,0,0,1,0,0,0,0
합창,0,0,0,0,0,0,1,0,0,0
선택된,0,0,0,0,0,0,1,0,0,0
잡탕 요리,0,0,0,0,0,0,1,0,0,0
세례,0,0,0,0,0,0,0,0,0,0
반음계,0,0,0,0,0,0,0,0,0,0
색층 분석기,0,0,0,0,0,0,0,0,0,0
염색체,0,0,0,0,0,0,0,0,0,0
만성병 환자,0,0,0,0,0,1,0,1,0,0
연대기,0,0,0,0,0,0,1,0,0,1
스톱워치,0,0,0,0,0,0,0,0,0,0
연대순,0,0,0,0,0,0,0,0,0,0
척,0,0,0,0,0,0,0,0,0,0
킬킬 웃음,0,1,0,0,1,0,1,0,1,1
큰 덩어리,0,0,0,0,0,0,0,0,0,0
두툼한,0,0,0,0,0,0,0,0,0,0
교회,0,1,0,0,1,0,1,0,0,1
묘지,0,0,0,0,0,0,0,0,0,0
휘젓다,0,0,0,0,0,0,0,0,0,0
급류,0,0,0,0,0,0,0,0,0,0
처트니,0,0,0,0,0,0,0,0,0,0
차오,0,0,0,0,0,0,0,0,0,0
사과주,0,0,0,0,0,0,1,0,0,0
시가,0,0,0,0,0,0,0,0,0,0
담배,0,0,0,0,0,1,0,0,0,0
